"","No","Date","Flow","SpC"
"12664","02040000",1984-09-02,209,NA
"12665","02040000",1984-09-03,196,NA
"12666","02040000",1984-09-04,188,NA
"12667","02040000",1984-09-05,187,NA
"12668","02040000",1984-09-06,196,NA
"12669","02040000",1984-09-07,195,NA
"12670","02040000",1984-09-08,188,NA
"12671","02040000",1984-09-09,181,NA
"12672","02040000",1984-09-10,205,NA
"12673","02040000",1984-09-11,203,NA
"12674","02040000",1984-09-12,182,NA
"12675","02040000",1984-09-13,180,NA
"12676","02040000",1984-09-14,177,NA
"12677","02040000",1984-09-15,180,NA
"12678","02040000",1984-09-16,183,NA
"12679","02040000",1984-09-17,187,NA
"12680","02040000",1984-09-18,168,NA
"12681","02040000",1984-09-19,158,NA
"12682","02040000",1984-09-20,156,NA
"12683","02040000",1984-09-21,156,NA
"12684","02040000",1984-09-22,157,NA
"12685","02040000",1984-09-23,147,NA
"12686","02040000",1984-09-24,144,NA
"12687","02040000",1984-09-25,141,NA
"12688","02040000",1984-09-26,138,NA
"12689","02040000",1984-09-27,136,NA
"12690","02040000",1984-09-28,137,NA
"12691","02040000",1984-09-29,145,NA
"12692","02040000",1984-09-30,157,NA
"12693","02040000",1984-10-01,242,NA
"12694","02040000",1984-10-02,424,NA
"12695","02040000",1984-10-03,472,NA
"12696","02040000",1984-10-04,306,NA
"12697","02040000",1984-10-05,242,NA
"12698","02040000",1984-10-06,218,NA
"12699","02040000",1984-10-07,199,NA
"12700","02040000",1984-10-08,192,NA
"12701","02040000",1984-10-09,194,NA
"12702","02040000",1984-10-10,187,NA
"12703","02040000",1984-10-11,185,NA
"12704","02040000",1984-10-12,182,NA
"12705","02040000",1984-10-13,182,NA
"12706","02040000",1984-10-14,182,NA
"12707","02040000",1984-10-15,182,NA
"12708","02040000",1984-10-16,182,NA
"12709","02040000",1984-10-17,185,NA
"12710","02040000",1984-10-18,190,NA
"12711","02040000",1984-10-19,192,NA
"12712","02040000",1984-10-20,196,NA
"12713","02040000",1984-10-21,196,NA
"12714","02040000",1984-10-22,195,NA
"12715","02040000",1984-10-23,210,NA
"12716","02040000",1984-10-24,265,NA
"12717","02040000",1984-10-25,660,NA
"12718","02040000",1984-10-26,740,NA
"12719","02040000",1984-10-27,350,NA
"12720","02040000",1984-10-28,300,NA
"12721","02040000",1984-10-29,270,NA
"12722","02040000",1984-10-30,255,NA
"12723","02040000",1984-10-31,250,NA
"12724","02040000",1984-11-01,240,NA
"12725","02040000",1984-11-02,225,NA
"12726","02040000",1984-11-03,215,NA
"12727","02040000",1984-11-04,210,NA
"12728","02040000",1984-11-05,350,NA
"12729","02040000",1984-11-06,500,NA
"12730","02040000",1984-11-07,470,NA
"12731","02040000",1984-11-08,350,NA
"12732","02040000",1984-11-09,310,NA
"12733","02040000",1984-11-10,285,NA
"12734","02040000",1984-11-11,280,NA
"12735","02040000",1984-11-12,315,NA
"12736","02040000",1984-11-13,315,NA
"12737","02040000",1984-11-14,300,NA
"12738","02040000",1984-11-15,275,NA
"12739","02040000",1984-11-16,250,NA
"12740","02040000",1984-11-17,240,NA
"12741","02040000",1984-11-18,230,NA
"12742","02040000",1984-11-19,350,NA
"12743","02040000",1984-11-20,670,NA
"12744","02040000",1984-11-21,720,NA
"12745","02040000",1984-11-22,660,NA
"12746","02040000",1984-11-23,450,NA
"12747","02040000",1984-11-24,360,NA
"12748","02040000",1984-11-25,320,NA
"12749","02040000",1984-11-26,300,NA
"12750","02040000",1984-11-27,298,NA
"12751","02040000",1984-11-28,350,NA
"12752","02040000",1984-11-29,950,NA
"12753","02040000",1984-11-30,1150,NA
"12754","02040000",1984-12-01,920,NA
"12755","02040000",1984-12-02,600,NA
"12756","02040000",1984-12-03,460,NA
"12757","02040000",1984-12-04,438,NA
"12758","02040000",1984-12-05,431,NA
"12759","02040000",1984-12-06,691,NA
"12760","02040000",1984-12-07,1250,NA
"12761","02040000",1984-12-08,970,NA
"12762","02040000",1984-12-09,652,NA
"12763","02040000",1984-12-10,539,NA
"12764","02040000",1984-12-11,482,NA
"12765","02040000",1984-12-12,448,NA
"12766","02040000",1984-12-13,422,NA
"12767","02040000",1984-12-14,396,NA
"12768","02040000",1984-12-15,380,NA
"12769","02040000",1984-12-16,368,NA
"12770","02040000",1984-12-17,362,NA
"12771","02040000",1984-12-18,356,NA
"12772","02040000",1984-12-19,358,NA
"12773","02040000",1984-12-20,358,NA
"12774","02040000",1984-12-21,364,NA
"12775","02040000",1984-12-22,410,NA
"12776","02040000",1984-12-23,462,NA
"12777","02040000",1984-12-24,455,NA
"12778","02040000",1984-12-25,405,NA
"12779","02040000",1984-12-26,370,NA
"12780","02040000",1984-12-27,350,NA
"12781","02040000",1984-12-28,334,NA
"12782","02040000",1984-12-29,328,NA
"12783","02040000",1984-12-30,328,NA
"12784","02040000",1984-12-31,332,NA
"12785","02040000",1985-01-01,358,NA
"12786","02040000",1985-01-02,388,NA
"12787","02040000",1985-01-03,508,NA
"12788","02040000",1985-01-04,1910,NA
"12789","02040000",1985-01-05,2980,NA
"12790","02040000",1985-01-06,3170,NA
"12791","02040000",1985-01-07,3160,NA
"12792","02040000",1985-01-08,1490,NA
"12793","02040000",1985-01-09,907,NA
"12794","02040000",1985-01-10,705,NA
"12795","02040000",1985-01-11,617,NA
"12796","02040000",1985-01-12,570,NA
"12797","02040000",1985-01-13,530,NA
"12798","02040000",1985-01-14,496,NA
"12799","02040000",1985-01-15,472,NA
"12800","02040000",1985-01-16,443,NA
"12801","02040000",1985-01-17,417,NA
"12802","02040000",1985-01-18,431,NA
"12803","02040000",1985-01-19,465,NA
"12804","02040000",1985-01-20,472,NA
"12805","02040000",1985-01-21,412,NA
"12806","02040000",1985-01-22,262,NA
"12807","02040000",1985-01-23,260,NA
"12808","02040000",1985-01-24,275,NA
"12809","02040000",1985-01-25,285,NA
"12810","02040000",1985-01-26,295,NA
"12811","02040000",1985-01-27,305,NA
"12812","02040000",1985-01-28,330,NA
"12813","02040000",1985-01-29,355,NA
"12814","02040000",1985-01-30,380,NA
"12815","02040000",1985-01-31,448,NA
"12816","02040000",1985-02-01,1540,NA
"12817","02040000",1985-02-02,3250,NA
"12818","02040000",1985-02-03,3530,NA
"12819","02040000",1985-02-04,3640,NA
"12820","02040000",1985-02-05,3690,NA
"12821","02040000",1985-02-06,1580,NA
"12822","02040000",1985-02-07,1020,NA
"12823","02040000",1985-02-08,826,NA
"12824","02040000",1985-02-09,708,NA
"12825","02040000",1985-02-10,600,NA
"12826","02040000",1985-02-11,585,NA
"12827","02040000",1985-02-12,1000,NA
"12828","02040000",1985-02-13,2050,NA
"12829","02040000",1985-02-14,2330,NA
"12830","02040000",1985-02-15,1260,NA
"12831","02040000",1985-02-16,850,NA
"12832","02040000",1985-02-17,724,NA
"12833","02040000",1985-02-18,654,NA
"12834","02040000",1985-02-19,612,NA
"12835","02040000",1985-02-20,573,NA
"12836","02040000",1985-02-21,544,NA
"12837","02040000",1985-02-22,518,NA
"12838","02040000",1985-02-23,501,NA
"12839","02040000",1985-02-24,496,NA
"12840","02040000",1985-02-25,491,NA
"12841","02040000",1985-02-26,522,NA
"12842","02040000",1985-02-27,654,NA
"12843","02040000",1985-02-28,691,NA
"12844","02040000",1985-03-01,578,NA
"12845","02040000",1985-03-02,520,NA
"12846","02040000",1985-03-03,484,NA
"12847","02040000",1985-03-04,455,NA
"12848","02040000",1985-03-05,443,NA
"12849","02040000",1985-03-06,429,NA
"12850","02040000",1985-03-07,410,NA
"12851","02040000",1985-03-08,386,NA
"12852","02040000",1985-03-09,390,NA
"12853","02040000",1985-03-10,390,NA
"12854","02040000",1985-03-11,386,NA
"12855","02040000",1985-03-12,384,NA
"12856","02040000",1985-03-13,376,NA
"12857","02040000",1985-03-14,366,NA
"12858","02040000",1985-03-15,352,NA
"12859","02040000",1985-03-16,340,NA
"12860","02040000",1985-03-17,334,NA
"12861","02040000",1985-03-18,324,NA
"12862","02040000",1985-03-19,320,NA
"12863","02040000",1985-03-20,312,NA
"12864","02040000",1985-03-21,304,NA
"12865","02040000",1985-03-22,308,NA
"12866","02040000",1985-03-23,368,NA
"12867","02040000",1985-03-24,568,NA
"12868","02040000",1985-03-25,597,NA
"12869","02040000",1985-03-26,510,NA
"12870","02040000",1985-03-27,438,NA
"12871","02040000",1985-03-28,398,NA
"12872","02040000",1985-03-29,380,NA
"12873","02040000",1985-03-30,376,NA
"12874","02040000",1985-03-31,368,NA
"12875","02040000",1985-04-01,362,NA
"12876","02040000",1985-04-02,344,NA
"12877","02040000",1985-04-03,326,NA
"12878","02040000",1985-04-04,316,NA
"12879","02040000",1985-04-05,304,NA
"12880","02040000",1985-04-06,300,NA
"12881","02040000",1985-04-07,390,NA
"12882","02040000",1985-04-08,284,NA
"12883","02040000",1985-04-09,277,NA
"12884","02040000",1985-04-10,274,NA
"12885","02040000",1985-04-11,270,NA
"12886","02040000",1985-04-12,266,NA
"12887","02040000",1985-04-13,266,NA
"12888","02040000",1985-04-14,270,NA
"12889","02040000",1985-04-15,277,NA
"12890","02040000",1985-04-16,282,NA
"12891","02040000",1985-04-17,288,NA
"12892","02040000",1985-04-18,296,NA
"12893","02040000",1985-04-19,280,NA
"12894","02040000",1985-04-20,264,NA
"12895","02040000",1985-04-21,254,NA
"12896","02040000",1985-04-22,248,NA
"12897","02040000",1985-04-23,236,NA
"12898","02040000",1985-04-24,228,NA
"12899","02040000",1985-04-25,222,NA
"12900","02040000",1985-04-26,222,NA
"12901","02040000",1985-04-27,222,NA
"12902","02040000",1985-04-28,218,NA
"12903","02040000",1985-04-29,222,NA
"12904","02040000",1985-04-30,208,NA
"12905","02040000",1985-05-01,212,NA
"12906","02040000",1985-05-02,205,NA
"12907","02040000",1985-05-03,211,NA
"12908","02040000",1985-05-04,252,NA
"12909","02040000",1985-05-05,358,NA
"12910","02040000",1985-05-06,282,NA
"12911","02040000",1985-05-07,236,NA
"12912","02040000",1985-05-08,212,NA
"12913","02040000",1985-05-09,196,NA
"12914","02040000",1985-05-10,185,NA
"12915","02040000",1985-05-11,171,NA
"12916","02040000",1985-05-12,166,NA
"12917","02040000",1985-05-13,166,NA
"12918","02040000",1985-05-14,164,NA
"12919","02040000",1985-05-15,182,NA
"12920","02040000",1985-05-16,196,NA
"12921","02040000",1985-05-17,198,NA
"12922","02040000",1985-05-18,200,NA
"12923","02040000",1985-05-19,211,NA
"12924","02040000",1985-05-20,200,NA
"12925","02040000",1985-05-21,180,NA
"12926","02040000",1985-05-22,164,NA
"12927","02040000",1985-05-23,198,NA
"12928","02040000",1985-05-24,320,NA
"12929","02040000",1985-05-25,640,NA
"12930","02040000",1985-05-26,913,NA
"12931","02040000",1985-05-27,556,NA
"12932","02040000",1985-05-28,338,NA
"12933","02040000",1985-05-29,259,NA
"12934","02040000",1985-05-30,225,NA
"12935","02040000",1985-05-31,205,NA
"12936","02040000",1985-06-01,191,NA
"12937","02040000",1985-06-02,180,NA
"12938","02040000",1985-06-03,170,NA
"12939","02040000",1985-06-04,159,NA
"12940","02040000",1985-06-05,203,NA
"12941","02040000",1985-06-06,224,NA
"12942","02040000",1985-06-07,208,NA
"12943","02040000",1985-06-08,224,NA
"12944","02040000",1985-06-09,207,NA
"12945","02040000",1985-06-10,194,NA
"12946","02040000",1985-06-11,316,NA
"12947","02040000",1985-06-12,364,NA
"12948","02040000",1985-06-13,486,NA
"12949","02040000",1985-06-14,308,NA
"12950","02040000",1985-06-15,235,NA
"12951","02040000",1985-06-16,195,NA
"12952","02040000",1985-06-17,183,NA
"12953","02040000",1985-06-18,213,NA
"12954","02040000",1985-06-19,214,NA
"12955","02040000",1985-06-20,181,NA
"12956","02040000",1985-06-21,151,NA
"12957","02040000",1985-06-22,134,NA
"12958","02040000",1985-06-23,124,NA
"12959","02040000",1985-06-24,118,NA
"12960","02040000",1985-06-25,112,NA
"12961","02040000",1985-06-26,104,NA
"12962","02040000",1985-06-27,102,NA
"12963","02040000",1985-06-28,97,NA
"12964","02040000",1985-06-29,90,NA
"12965","02040000",1985-06-30,91,NA
"12966","02040000",1985-07-01,95,NA
"12967","02040000",1985-07-02,98,NA
"12968","02040000",1985-07-03,113,NA
"12969","02040000",1985-07-04,120,NA
"12970","02040000",1985-07-05,115,NA
"12971","02040000",1985-07-06,102,NA
"12972","02040000",1985-07-07,101,NA
"12973","02040000",1985-07-08,97,NA
"12974","02040000",1985-07-09,96,NA
"12975","02040000",1985-07-10,87,NA
"12976","02040000",1985-07-11,86,NA
"12977","02040000",1985-07-12,86,NA
"12978","02040000",1985-07-13,150,NA
"12979","02040000",1985-07-14,286,NA
"12980","02040000",1985-07-15,211,NA
"12981","02040000",1985-07-16,158,NA
"12982","02040000",1985-07-17,135,NA
"12983","02040000",1985-07-18,116,NA
"12984","02040000",1985-07-19,104,NA
"12985","02040000",1985-07-20,98,NA
"12986","02040000",1985-07-21,92,NA
"12987","02040000",1985-07-22,83,NA
"12988","02040000",1985-07-23,76,NA
"12989","02040000",1985-07-24,71,NA
"12990","02040000",1985-07-25,80,NA
"12991","02040000",1985-07-26,84,NA
"12992","02040000",1985-07-27,112,NA
"12993","02040000",1985-07-28,180,NA
"12994","02040000",1985-07-29,214,NA
"12995","02040000",1985-07-30,248,NA
"12996","02040000",1985-07-31,198,NA
"12997","02040000",1985-08-01,168,NA
"12998","02040000",1985-08-02,144,NA
"12999","02040000",1985-08-03,150,NA
"13000","02040000",1985-08-04,162,NA
"13001","02040000",1985-08-05,137,NA
"13002","02040000",1985-08-06,116,NA
"13003","02040000",1985-08-07,115,NA
"13004","02040000",1985-08-08,114,NA
"13005","02040000",1985-08-09,136,NA
"13006","02040000",1985-08-10,185,NA
"13007","02040000",1985-08-11,168,NA
"13008","02040000",1985-08-12,136,NA
"13009","02040000",1985-08-13,114,NA
"13010","02040000",1985-08-14,102,NA
"13011","02040000",1985-08-15,91,NA
"13012","02040000",1985-08-16,85,NA
"13013","02040000",1985-08-17,88,NA
"13014","02040000",1985-08-18,460,NA
"13015","02040000",1985-08-19,2640,NA
"13016","02040000",1985-08-20,3060,NA
"13017","02040000",1985-08-21,3260,NA
"13018","02040000",1985-08-22,3680,NA
"13019","02040000",1985-08-23,4140,NA
"13020","02040000",1985-08-24,3070,NA
"13021","02040000",1985-08-25,772,NA
"13022","02040000",1985-08-26,1250,NA
"13023","02040000",1985-08-27,1810,NA
"13024","02040000",1985-08-28,2050,NA
"13025","02040000",1985-08-29,1160,NA
"13026","02040000",1985-08-30,642,NA
"13027","02040000",1985-08-31,549,NA
"13028","02040000",1985-09-01,407,NA
"13029","02040000",1985-09-02,330,NA
"13030","02040000",1985-09-03,288,NA
"13031","02040000",1985-09-04,264,NA
"13032","02040000",1985-09-05,242,NA
"13033","02040000",1985-09-06,228,NA
"13034","02040000",1985-09-07,216,NA
"13035","02040000",1985-09-08,205,NA
"13036","02040000",1985-09-09,199,NA
"13037","02040000",1985-09-10,188,NA
"13038","02040000",1985-09-11,180,NA
"13039","02040000",1985-09-12,170,NA
"13040","02040000",1985-09-13,163,NA
"13041","02040000",1985-09-14,157,NA
"13042","02040000",1985-09-15,146,NA
"13043","02040000",1985-09-16,141,NA
"13044","02040000",1985-09-17,136,NA
"13045","02040000",1985-09-18,135,NA
"13046","02040000",1985-09-19,131,NA
"13047","02040000",1985-09-20,129,NA
"13048","02040000",1985-09-21,128,NA
"13049","02040000",1985-09-22,128,NA
"13050","02040000",1985-09-23,133,NA
"13051","02040000",1985-09-24,143,NA
"13052","02040000",1985-09-25,157,NA
"13053","02040000",1985-09-26,151,NA
"13054","02040000",1985-09-27,190,NA
"13055","02040000",1985-09-28,212,NA
"13056","02040000",1985-09-29,225,NA
"13057","02040000",1985-09-30,181,NA
"13058","02040000",1985-10-01,153,NA
"13059","02040000",1985-10-02,141,NA
"13060","02040000",1985-10-03,270,NA
"13061","02040000",1985-10-04,450,NA
"13062","02040000",1985-10-05,380,NA
"13063","02040000",1985-10-06,300,NA
"13064","02040000",1985-10-07,250,NA
"13065","02040000",1985-10-08,190,NA
"13066","02040000",1985-10-09,171,NA
"13067","02040000",1985-10-10,153,NA
"13068","02040000",1985-10-11,147,NA
"13069","02040000",1985-10-12,142,NA
"13070","02040000",1985-10-13,140,NA
"13071","02040000",1985-10-14,138,NA
"13072","02040000",1985-10-15,135,NA
"13073","02040000",1985-10-16,130,NA
"13074","02040000",1985-10-17,130,NA
"13075","02040000",1985-10-18,128,NA
"13076","02040000",1985-10-19,130,NA
"13077","02040000",1985-10-20,150,NA
"13078","02040000",1985-10-21,215,NA
"13079","02040000",1985-10-22,320,NA
"13080","02040000",1985-10-23,530,NA
"13081","02040000",1985-10-24,600,NA
"13082","02040000",1985-10-25,460,NA
"13083","02040000",1985-10-26,360,NA
"13084","02040000",1985-10-27,300,NA
"13085","02040000",1985-10-28,250,NA
"13086","02040000",1985-10-29,230,NA
"13087","02040000",1985-10-30,215,NA
"13088","02040000",1985-10-31,200,NA
"13089","02040000",1985-11-01,270,NA
"13090","02040000",1985-11-02,500,NA
"13091","02040000",1985-11-03,1600,NA
"13092","02040000",1985-11-04,4500,NA
"13093","02040000",1985-11-05,6500,NA
"13094","02040000",1985-11-06,7500,NA
"13095","02040000",1985-11-07,9000,NA
"13096","02040000",1985-11-08,7000,NA
"13097","02040000",1985-11-09,5000,NA
"13098","02040000",1985-11-10,4000,NA
"13099","02040000",1985-11-11,1750,NA
"13100","02040000",1985-11-12,1300,NA
"13101","02040000",1985-11-13,1000,NA
"13102","02040000",1985-11-14,880,NA
"13103","02040000",1985-11-15,750,NA
"13104","02040000",1985-11-16,675,NA
"13105","02040000",1985-11-17,625,NA
"13106","02040000",1985-11-18,614,NA
"13107","02040000",1985-11-19,598,NA
"13108","02040000",1985-11-20,574,NA
"13109","02040000",1985-11-21,1450,NA
"13110","02040000",1985-11-22,3680,NA
"13111","02040000",1985-11-23,4120,NA
"13112","02040000",1985-11-24,4350,NA
"13113","02040000",1985-11-25,4960,NA
"13114","02040000",1985-11-26,4100,NA
"13115","02040000",1985-11-27,1390,NA
"13116","02040000",1985-11-28,1100,NA
"13117","02040000",1985-11-29,911,NA
"13118","02040000",1985-11-30,1140,NA
"13119","02040000",1985-12-01,2410,NA
"13120","02040000",1985-12-02,2740,NA
"13121","02040000",1985-12-03,2160,NA
"13122","02040000",1985-12-04,1260,NA
"13123","02040000",1985-12-05,988,NA
"13124","02040000",1985-12-06,860,NA
"13125","02040000",1985-12-07,790,NA
"13126","02040000",1985-12-08,733,NA
"13127","02040000",1985-12-09,689,NA
"13128","02040000",1985-12-10,655,NA
"13129","02040000",1985-12-11,624,NA
"13130","02040000",1985-12-12,607,NA
"13131","02040000",1985-12-13,626,NA
"13132","02040000",1985-12-14,758,NA
"13133","02040000",1985-12-15,859,NA
"13134","02040000",1985-12-16,729,NA
"13135","02040000",1985-12-17,634,NA
"13136","02040000",1985-12-18,590,NA
"13137","02040000",1985-12-19,555,NA
"13138","02040000",1985-12-20,517,NA
"13139","02040000",1985-12-21,492,NA
"13140","02040000",1985-12-22,476,NA
"13141","02040000",1985-12-23,463,NA
"13142","02040000",1985-12-24,450,NA
"13143","02040000",1985-12-25,445,NA
"13144","02040000",1985-12-26,430,NA
"13145","02040000",1985-12-27,430,NA
"13146","02040000",1985-12-28,434,NA
"13147","02040000",1985-12-29,450,NA
"13148","02040000",1985-12-30,450,NA
"13149","02040000",1985-12-31,434,NA
"13150","02040000",1986-01-01,439,NA
"13151","02040000",1986-01-02,487,NA
"13152","02040000",1986-01-03,498,NA
"13153","02040000",1986-01-04,470,NA
"13154","02040000",1986-01-05,457,NA
"13155","02040000",1986-01-06,440,NA
"13156","02040000",1986-01-07,424,NA
"13157","02040000",1986-01-08,380,NA
"13158","02040000",1986-01-09,360,NA
"13159","02040000",1986-01-10,350,NA
"13160","02040000",1986-01-11,427,NA
"13161","02040000",1986-01-12,419,NA
"13162","02040000",1986-01-13,402,NA
"13163","02040000",1986-01-14,396,NA
"13164","02040000",1986-01-15,389,NA
"13165","02040000",1986-01-16,376,NA
"13166","02040000",1986-01-17,363,NA
"13167","02040000",1986-01-18,390,NA
"13168","02040000",1986-01-19,422,NA
"13169","02040000",1986-01-20,471,NA
"13170","02040000",1986-01-21,516,NA
"13171","02040000",1986-01-22,472,NA
"13172","02040000",1986-01-23,420,NA
"13173","02040000",1986-01-24,395,NA
"13174","02040000",1986-01-25,387,NA
"13175","02040000",1986-01-26,526,NA
"13176","02040000",1986-01-27,1070,NA
"13177","02040000",1986-01-28,1300,NA
"13178","02040000",1986-01-29,838,NA
"13179","02040000",1986-01-30,614,NA
"13180","02040000",1986-01-31,590,NA
"13181","02040000",1986-02-01,586,NA
"13182","02040000",1986-02-02,590,NA
"13183","02040000",1986-02-03,614,NA
"13184","02040000",1986-02-04,744,NA
"13185","02040000",1986-02-05,1000,NA
"13186","02040000",1986-02-06,903,NA
"13187","02040000",1986-02-07,1130,NA
"13188","02040000",1986-02-08,1960,NA
"13189","02040000",1986-02-09,1580,NA
"13190","02040000",1986-02-10,997,NA
"13191","02040000",1986-02-11,1150,NA
"13192","02040000",1986-02-12,1760,NA
"13193","02040000",1986-02-13,1410,NA
"13194","02040000",1986-02-14,938,NA
"13195","02040000",1986-02-15,797,NA
"13196","02040000",1986-02-16,772,NA
"13197","02040000",1986-02-17,831,NA
"13198","02040000",1986-02-18,926,NA
"13199","02040000",1986-02-19,1040,NA
"13200","02040000",1986-02-20,1290,NA
"13201","02040000",1986-02-21,1780,NA
"13202","02040000",1986-02-22,1360,NA
"13203","02040000",1986-02-23,1280,NA
"13204","02040000",1986-02-24,1450,NA
"13205","02040000",1986-02-25,1190,NA
"13206","02040000",1986-02-26,968,NA
"13207","02040000",1986-02-27,852,NA
"13208","02040000",1986-02-28,824,NA
"13209","02040000",1986-03-01,821,NA
"13210","02040000",1986-03-02,786,NA
"13211","02040000",1986-03-03,725,NA
"13212","02040000",1986-03-04,679,NA
"13213","02040000",1986-03-05,648,NA
"13214","02040000",1986-03-06,615,NA
"13215","02040000",1986-03-07,585,NA
"13216","02040000",1986-03-08,545,NA
"13217","02040000",1986-03-09,509,NA
"13218","02040000",1986-03-10,495,NA
"13219","02040000",1986-03-11,499,NA
"13220","02040000",1986-03-12,501,NA
"13221","02040000",1986-03-13,514,NA
"13222","02040000",1986-03-14,749,NA
"13223","02040000",1986-03-15,1990,NA
"13224","02040000",1986-03-16,2690,NA
"13225","02040000",1986-03-17,2680,NA
"13226","02040000",1986-03-18,1510,NA
"13227","02040000",1986-03-19,999,NA
"13228","02040000",1986-03-20,887,NA
"13229","02040000",1986-03-21,843,NA
"13230","02040000",1986-03-22,736,NA
"13231","02040000",1986-03-23,651,NA
"13232","02040000",1986-03-24,604,NA
"13233","02040000",1986-03-25,572,NA
"13234","02040000",1986-03-26,546,NA
"13235","02040000",1986-03-27,530,NA
"13236","02040000",1986-03-28,518,NA
"13237","02040000",1986-03-29,500,NA
"13238","02040000",1986-03-30,480,NA
"13239","02040000",1986-03-31,468,NA
"13240","02040000",1986-04-01,460,NA
"13241","02040000",1986-04-02,450,NA
"13242","02040000",1986-04-03,439,NA
"13243","02040000",1986-04-04,429,NA
"13244","02040000",1986-04-05,422,NA
"13245","02040000",1986-04-06,415,NA
"13246","02040000",1986-04-07,414,NA
"13247","02040000",1986-04-08,419,NA
"13248","02040000",1986-04-09,417,NA
"13249","02040000",1986-04-10,405,NA
"13250","02040000",1986-04-11,392,NA
"13251","02040000",1986-04-12,373,NA
"13252","02040000",1986-04-13,367,NA
"13253","02040000",1986-04-14,360,NA
"13254","02040000",1986-04-15,360,NA
"13255","02040000",1986-04-16,379,NA
"13256","02040000",1986-04-17,417,NA
"13257","02040000",1986-04-18,450,NA
"13258","02040000",1986-04-19,424,NA
"13259","02040000",1986-04-20,390,NA
"13260","02040000",1986-04-21,376,NA
"13261","02040000",1986-04-22,383,NA
"13262","02040000",1986-04-23,396,NA
"13263","02040000",1986-04-24,376,NA
"13264","02040000",1986-04-25,343,NA
"13265","02040000",1986-04-26,335,NA
"13266","02040000",1986-04-27,339,NA
"13267","02040000",1986-04-28,329,NA
"13268","02040000",1986-04-29,312,NA
"13269","02040000",1986-04-30,296,NA
"13270","02040000",1986-05-01,286,NA
"13271","02040000",1986-05-02,272,NA
"13272","02040000",1986-05-03,258,NA
"13273","02040000",1986-05-04,245,NA
"13274","02040000",1986-05-05,237,NA
"13275","02040000",1986-05-06,234,NA
"13276","02040000",1986-05-07,235,NA
"13277","02040000",1986-05-08,251,NA
"13278","02040000",1986-05-09,255,NA
"13279","02040000",1986-05-10,254,NA
"13280","02040000",1986-05-11,238,NA
"13281","02040000",1986-05-12,226,NA
"13282","02040000",1986-05-13,222,NA
"13283","02040000",1986-05-14,260,NA
"13284","02040000",1986-05-15,430,NA
"13285","02040000",1986-05-16,537,NA
"13286","02040000",1986-05-17,422,NA
"13287","02040000",1986-05-18,342,NA
"13288","02040000",1986-05-19,296,NA
"13289","02040000",1986-05-20,366,NA
"13290","02040000",1986-05-21,602,NA
"13291","02040000",1986-05-22,678,NA
"13292","02040000",1986-05-23,477,NA
"13293","02040000",1986-05-24,345,NA
"13294","02040000",1986-05-25,291,NA
"13295","02040000",1986-05-26,265,NA
"13296","02040000",1986-05-27,251,NA
"13297","02040000",1986-05-28,250,NA
"13298","02040000",1986-05-29,247,NA
"13299","02040000",1986-05-30,251,NA
"13300","02040000",1986-05-31,331,NA
"13301","02040000",1986-06-01,245,NA
"13302","02040000",1986-06-02,270,NA
"13303","02040000",1986-06-03,277,NA
"13304","02040000",1986-06-04,215,NA
"13305","02040000",1986-06-05,192,NA
"13306","02040000",1986-06-06,180,NA
"13307","02040000",1986-06-07,176,NA
"13308","02040000",1986-06-08,172,NA
"13309","02040000",1986-06-09,165,NA
"13310","02040000",1986-06-10,157,NA
"13311","02040000",1986-06-11,177,NA
"13312","02040000",1986-06-12,233,NA
"13313","02040000",1986-06-13,192,NA
"13314","02040000",1986-06-14,210,NA
"13315","02040000",1986-06-15,181,NA
"13316","02040000",1986-06-16,147,NA
"13317","02040000",1986-06-17,131,NA
"13318","02040000",1986-06-18,119,NA
"13319","02040000",1986-06-19,112,NA
"13320","02040000",1986-06-20,106,NA
"13321","02040000",1986-06-21,103,NA
"13322","02040000",1986-06-22,99,NA
"13323","02040000",1986-06-23,96,NA
"13324","02040000",1986-06-24,93,NA
"13325","02040000",1986-06-25,88,NA
"13326","02040000",1986-06-26,84,NA
"13327","02040000",1986-06-27,82,NA
"13328","02040000",1986-06-28,79,NA
"13329","02040000",1986-06-29,80,NA
"13330","02040000",1986-06-30,81,NA
"13331","02040000",1986-07-01,82,NA
"13332","02040000",1986-07-02,87,NA
"13333","02040000",1986-07-03,87,NA
"13334","02040000",1986-07-04,91,NA
"13335","02040000",1986-07-05,99,NA
"13336","02040000",1986-07-06,93,NA
"13337","02040000",1986-07-07,79,NA
"13338","02040000",1986-07-08,70,NA
"13339","02040000",1986-07-09,64,NA
"13340","02040000",1986-07-10,61,NA
"13341","02040000",1986-07-11,56,NA
"13342","02040000",1986-07-12,57,NA
"13343","02040000",1986-07-13,54,NA
"13344","02040000",1986-07-14,57,NA
"13345","02040000",1986-07-15,74,NA
"13346","02040000",1986-07-16,77,NA
"13347","02040000",1986-07-17,77,NA
"13348","02040000",1986-07-18,93,NA
"13349","02040000",1986-07-19,69,NA
"13350","02040000",1986-07-20,59,NA
"13351","02040000",1986-07-21,101,NA
"13352","02040000",1986-07-22,63,NA
"13353","02040000",1986-07-23,59,NA
"13354","02040000",1986-07-24,65,NA
"13355","02040000",1986-07-25,72,NA
"13356","02040000",1986-07-26,85,NA
"13357","02040000",1986-07-27,92,NA
"13358","02040000",1986-07-28,104,NA
