     Day,      Date,Flow,Direct Runoff,Base Flow,
3835,3/31/1969,4.1,0.98,3.12,
3836,4/1/1969,4,0.87,3.13,
3837,4/2/1969,4.1,0.96,3.14,
3838,4/3/1969,4,0.85,3.15,
3839,4/4/1969,4,0.85,3.15,
3840,4/5/1969,4.2,1.03,3.17,
3841,4/6/1969,5.1,1.85,3.25,
3842,4/7/1969,4.1,0.84,3.26,
3843,4/8/1969,4,0.75,3.25,
3844,4/9/1969,3.9,0.66,3.24,
3845,4/10/1969,3.7,0.49,3.21,
3846,4/11/1969,3.5,0.32,3.18,
3847,4/12/1969,3.4,0.27,3.13,
3848,4/13/1969,3.3,0.21,3.09,
3849,4/14/1969,3.3,0.25,3.05,
3850,4/15/1969,3.3,0.29,3.01,
3851,4/16/1969,3.6,0.6,3,
3852,4/17/1969,3.7,0.71,2.99,
3853,4/18/1969,3.6,0.62,2.98,
3854,4/19/1969,3.8,0.81,2.99,
3855,4/20/1969,4.4,1.36,3.04,
3856,4/21/1969,3.7,0.67,3.03,
3857,4/22/1969,4.1,1.05,3.05,
3858,4/23/1969,4,0.93,3.07,
3859,4/24/1969,3.7,0.64,3.06,
3860,4/25/1969,3.5,0.47,3.03,
3861,4/26/1969,3.4,0.4,3,
3862,4/27/1969,3.3,0.33,2.97,
3863,4/28/1969,3.2,0.27,2.93,
3864,4/29/1969,3.3,0.39,2.91,
3865,4/30/1969,3.2,0.33,2.87,
3866,5/1/1969,2.9,0.08,2.82,
3867,5/2/1969,3.1,0.31,2.79,
3868,5/3/1969,3,0.25,2.75,
3869,5/4/1969,3,0.28,2.72,
3870,5/5/1969,2.8,0.12,2.68,
3871,5/6/1969,2.9,0.26,2.64,
3872,5/7/1969,2.8,0.19,2.61,
3873,5/8/1969,2.8,0.23,2.57,
3874,5/9/1969,3.5,0.91,2.59,
3875,5/10/1969,3,0.42,2.58,
3876,5/11/1969,2.7,0.16,2.54,
3877,5/12/1969,2.6,0.11,2.49,
3878,5/13/1969,2.5,0.05,2.45,
3879,5/14/1969,2.5,0.09,2.41,
3880,5/15/1969,2.5,0.13,2.37,
3881,5/16/1969,2.4,0.07,2.33,
3882,5/17/1969,2.3,0.02,2.28,
3883,5/18/1969,2.3,0.06,2.24,
3884,5/19/1969,2.1,0,2.1,
3885,5/20/1969,2.4,0.32,2.08,
3886,5/21/1969,2.3,0.24,2.06,
3887,5/22/1969,2.2,0.17,2.03,
3888,5/23/1969,2.2,0.19,2.01,
3889,5/24/1969,2.3,0.31,1.99,
3890,5/25/1969,2.2,0.23,1.97,
3891,5/26/1969,1.9,0,1.9,
3892,5/27/1969,1.6,0,1.6,
3893,5/28/1969,1.6,0.03,1.57,
3894,5/29/1969,1.9,0.33,1.57,
3895,5/30/1969,1.5,0,1.5,
3896,5/31/1969,1.7,0.21,1.49,
3897,6/1/1969,1.9,0.41,1.49,
3898,6/2/1969,1.8,0.31,1.49,
3899,6/3/1969,1.9,0.41,1.49,
3900,6/4/1969,1.8,0.32,1.48,
3901,6/5/1969,1.8,0.32,1.48,
3902,6/6/1969,1.7,0.23,1.47,
3903,6/7/1969,1.7,0.24,1.46,
3904,6/8/1969,1.7,0.25,1.45,
3905,6/9/1969,1.8,0.35,1.45,
3906,6/10/1969,1.7,0.26,1.44,
3907,6/11/1969,1.7,0.27,1.43,
3908,6/12/1969,1.6,0.18,1.42,
3909,6/13/1969,1.6,0.19,1.41,
3910,6/14/1969,2.8,1.32,1.48,
3911,6/15/1969,2.9,1.34,1.56,
3912,6/16/1969,2.2,0.62,1.58,
3913,6/17/1969,1.8,0.23,1.57,
3914,6/18/1969,1.8,0.25,1.55,
3915,6/19/1969,2.2,0.63,1.57,
3916,6/20/1969,1.8,0.24,1.56,
3917,6/21/1969,1.7,0.16,1.54,
3918,6/22/1969,1.7,0.17,1.53,
3919,6/23/1969,1.7,0.19,1.51,
3920,6/24/1969,1.6,0.11,1.49,
3921,6/25/1969,1.6,0.13,1.47,
3922,6/26/1969,1.5,0.06,1.44,
3923,6/27/1969,1.5,0.08,1.42,
3924,6/28/1969,1.5,0.1,1.4,
3925,6/29/1969,1.4,0.02,1.38,
3926,6/30/1969,1.4,0.05,1.35,
3927,7/1/1969,1.3,0,1.3,
3928,7/2/1969,1.3,0.02,1.28,
3929,7/3/1969,1.4,0.14,1.26,
3930,7/4/1969,1.4,0.15,1.25,
3931,7/5/1969,1.3,0.07,1.23,
3932,7/6/1969,1.3,0.09,1.21,
3933,7/7/1969,1.4,0.2,1.2,
3934,7/8/1969,3.8,2.43,1.37,
3935,7/9/1969,1.7,0.33,1.37,
3936,7/10/1969,1.6,0.24,1.36,
3937,7/11/1969,1.5,0.15,1.35,
3938,7/12/1969,5,3.41,1.59,
3939,7/13/1969,3.5,1.79,1.71,
3940,7/14/1969,2.5,0.77,1.73,
3941,7/15/1969,2.3,0.56,1.74,
3942,7/16/1969,2.1,0.36,1.74,
3943,7/17/1969,2,0.28,1.72,
3944,7/18/1969,1.9,0.19,1.71,
3945,7/19/1969,1.9,0.21,1.69,
3946,7/20/1969,2.1,0.41,1.69,
3947,7/21/1969,2.5,0.78,1.72,
3948,7/22/1969,2.1,0.39,1.71,
3949,7/23/1969,3.5,1.69,1.81,
3950,7/24/1969,1.5,0,1.5,
3951,7/25/1969,1.2,0,1.2,
3952,7/26/1969,1.1,0,1.1,
3953,7/27/1969,1.1,0.02,1.08,
3954,7/28/1969,1.4,0.32,1.08,
3955,7/29/1969,1.6,0.5,1.1,
3956,7/30/1969,1.6,0.48,1.12,
3957,7/31/1969,1.3,0.19,1.11,
3958,8/1/1969,1.3,0.2,1.1,
3959,8/2/1969,1.3,0.2,1.1,
3960,8/3/1969,4.2,2.89,1.31,
3961,8/4/1969,6.9,5.2,1.7,
3962,8/5/1969,7.5,5.4,2.1,
3963,8/6/1969,4.2,1.99,2.21,
3964,8/7/1969,2.8,0.58,2.22,
3965,8/8/1969,2.6,0.4,2.2,
3966,8/9/1969,2.5,0.32,2.18,
3967,8/10/1969,2.9,0.7,2.2,
3968,8/11/1969,2.5,0.32,2.18,
3969,8/12/1969,2.3,0.15,2.15,
3970,8/13/1969,2.2,0.09,2.11,
3971,8/14/1969,2.3,0.21,2.09,
3972,8/15/1969,2.3,0.24,2.06,
3973,8/16/1969,2.2,0.16,2.04,
3974,8/17/1969,2.2,0.19,2.01,
3975,8/18/1969,2.3,0.31,1.99,
3976,8/19/1969,3.8,1.71,2.09,
3977,8/20/1969,27,23.1,3.9,
3978,8/21/1969,9.5,5.26,4.24,
3979,8/22/1969,4.6,0.41,4.19,
3980,8/23/1969,3.9,0,3.9,
3981,8/24/1969,3.6,0,3.6,
3982,8/25/1969,3.4,0,3.4,
3983,8/26/1969,3.3,0,3.3,
3984,8/27/1969,3.1,0,3.1,
3985,8/28/1969,3,0,3,
3986,8/29/1969,2.9,0,2.9,
3987,8/30/1969,2.9,0.05,2.85,
3988,8/31/1969,2.8,0.01,2.79,
3989,9/1/1969,2.7,0,2.7,
3990,9/2/1969,2.7,0.05,2.65,
3991,9/3/1969,3.5,0.84,2.66,
3992,9/4/1969,3.1,0.45,2.65,
3993,9/5/1969,2.8,0.19,2.61,
3994,9/6/1969,2.7,0.13,2.57,
3995,9/7/1969,2.6,0.08,2.52,
3996,9/8/1969,22,18.08,3.92,
3997,9/9/1969,46,39.04,6.96,
3998,9/10/1969,12,4.79,7.21,
3999,9/11/1969,7.5,0.4,7.1,
4000,9/12/1969,6.2,0,6.2,
4001,9/13/1969,5.6,0,5.6,
4002,9/14/1969,5.2,0,5.2,
4003,9/15/1969,5,0,5,
4004,9/16/1969,4.8,0,4.8,
4005,9/17/1969,4.6,0,4.6,
4006,9/18/1969,4.5,0,4.5,
4007,9/19/1969,4.3,0,4.3,
4008,9/20/1969,4.2,0,4.2,
4009,9/21/1969,4.2,0.08,4.12,
4010,9/22/1969,4.1,0.06,4.04,
4011,9/23/1969,4,0.03,3.97,
4012,9/24/1969,3.9,0.01,3.89,
4013,9/25/1969,3.9,0.08,3.82,
4014,9/26/1969,3.7,0,3.7,
4015,9/27/1969,3.6,0,3.6,
4016,9/28/1969,3.5,0,3.5,
4017,9/29/1969,3.4,0,3.4,
4018,9/30/1969,3.4,0.06,3.34,
4019,10/1/1969,3.3,0.03,3.27,
4020,10/2/1969,3.3,0.09,3.21,
4021,10/3/1969,3.4,0.23,3.17,
4022,10/4/1969,3.1,0,3.1,
4023,10/5/1969,3,0,3,
4024,10/6/1969,3,0.06,2.94,
4025,10/7/1969,3,0.11,2.89,
4026,10/8/1969,4.1,1.17,2.93,
4027,10/9/1969,3.8,0.86,2.94,
4028,10/10/1969,3.2,0.3,2.9,
4029,10/11/1969,3.1,0.23,2.87,
4030,10/12/1969,3,0.18,2.82,
4031,10/13/1969,3,0.22,2.78,
4032,10/14/1969,3,0.25,2.75,
4033,10/15/1969,2.8,0.1,2.7,
4034,10/16/1969,2.9,0.23,2.67,
4035,10/17/1969,2.8,0.17,2.63,
4036,10/18/1969,2.7,0.12,2.58,
4037,10/19/1969,2.7,0.16,2.54,
4038,10/20/1969,2.7,0.19,2.51,
4039,10/21/1969,2.9,0.41,2.49,
4040,10/22/1969,2.8,0.33,2.47,
4041,10/23/1969,2.7,0.26,2.44,
4042,10/24/1969,2.7,0.29,2.41,
4043,10/25/1969,2.7,0.31,2.39,
4044,10/26/1969,2.7,0.33,2.37,
4045,10/27/1969,2.7,0.35,2.35,
4046,10/28/1969,2.5,0.18,2.32,
4047,10/29/1969,2.5,0.21,2.29,
4048,10/30/1969,2.5,0.24,2.26,
4049,10/31/1969,2.5,0.26,2.24,
4050,11/1/1969,2.5,0.29,2.21,
4051,11/2/1969,2.6,0.4,2.2,
4052,11/3/1969,2.6,0.41,2.19,
4053,11/4/1969,2.5,0.33,2.17,
4054,11/5/1969,2.5,0.34,2.16,
4055,11/6/1969,2.6,0.45,2.15,
4056,11/7/1969,2.5,0.36,2.14,
4057,11/8/1969,2.5,0.38,2.12,
4058,11/9/1969,2.7,0.57,2.13,
4059,11/10/1969,2.6,0.48,2.12,
4060,11/11/1969,2.5,0.39,2.11,
4061,11/12/1969,2.5,0.4,2.1,
4062,11/13/1969,2.5,0.41,2.09,
4063,11/14/1969,2.5,0.42,2.08,
4064,11/15/1969,2.4,0.33,2.07,
4065,11/16/1969,2.4,0.35,2.05,
4066,11/17/1969,2.4,0.36,2.04,
4067,11/18/1969,2.4,0.37,2.03,
4068,11/19/1969,2.5,0.47,2.03,
4069,11/20/1969,3.1,1.03,2.07,
4070,11/21/1969,2.6,0.53,2.07,
4071,11/22/1969,3,0.9,2.1,
4072,11/23/1969,2.8,0.69,2.11,
4073,11/24/1969,2.9,0.77,2.13,
4074,11/25/1969,2.6,0.47,2.13,
4075,11/26/1969,2.6,0.48,2.12,
4076,11/27/1969,2.7,0.57,2.13,
4077,11/28/1969,2.6,0.48,2.12,
4078,11/29/1969,2.6,0.48,2.12,
4079,11/30/1969,2.8,0.67,2.13,
4080,12/1/1969,2.7,0.57,2.13,
4081,12/2/1969,2.5,0.38,2.12,
4082,12/3/1969,2.6,0.48,2.12,
4083,12/4/1969,2.7,0.58,2.12,
4084,12/5/1969,2.9,0.76,2.14,
4085,12/6/1969,2.7,0.56,2.14,
4086,12/7/1969,2.9,0.74,2.16,
4087,12/8/1969,3.9,1.65,2.25,
4088,12/9/1969,2.8,0.55,2.25,
4089,12/10/1969,5.2,2.78,2.42,
4090,12/11/1969,11,7.99,3.01,
4091,12/12/1969,4.4,1.34,3.06,
4092,12/13/1969,3.8,0.74,3.06,
4093,12/14/1969,3.8,0.74,3.06,
4094,12/15/1969,3.7,0.65,3.05,
4095,12/16/1969,3.5,0.47,3.03,
4096,12/17/1969,3.4,0.4,3,
4097,12/18/1969,3.4,0.43,2.97,
4098,12/19/1969,3.5,0.54,2.96,
4099,12/20/1969,3.3,0.37,2.93,
4100,12/21/1969,3.3,0.4,2.9,
4101,12/22/1969,7.6,4.41,3.19,
4102,12/23/1969,5.1,1.82,3.28,
4103,12/24/1969,4.2,0.92,3.28,
4104,12/25/1969,4.1,0.82,3.28,
4105,12/26/1969,36,30.35,5.65,
4106,12/27/1969,14,7.84,6.16,
4107,12/28/1969,8.2,2,6.2,
4108,12/29/1969,8,1.78,6.22,
4109,12/30/1969,11,4.54,6.46,
4110,12/31/1969,26,18.22,7.78,
4111,1/1/1970,12,4.05,7.95,
4112,1/2/1970,9.3,1.4,7.9,
4113,1/3/1970,8.6,0.79,7.81,
4114,1/4/1970,7.8,0.14,7.66,
4115,1/5/1970,8.5,0.92,7.58,
4116,1/6/1970,7.9,0.43,7.47,
4117,1/7/1970,7.5,0.17,7.33,
4118,1/8/1970,6.8,0,6.8,
4119,1/9/1970,6.4,0,6.4,
4120,1/10/1970,6.1,0,6.1,
4121,1/11/1970,6,0.02,5.98,
4122,1/12/1970,6.2,0.31,5.89,
4123,1/13/1970,5.9,0.12,5.78,
4124,1/14/1970,5.7,0.04,5.66,
4125,1/15/1970,5.4,0,5.4,
4126,1/16/1970,5.3,0.01,5.29,
4127,1/17/1970,5.5,0.29,5.21,
4128,1/18/1970,12,6.38,5.62,
4129,1/19/1970,9.5,3.7,5.8,
4130,1/20/1970,8,2.14,5.86,
4131,1/21/1970,6.5,0.71,5.79,
4132,1/22/1970,5.9,0.2,5.7,
4133,1/23/1970,5.6,0.02,5.58,
4134,1/24/1970,5.4,0,5.4,
4135,1/25/1970,5.5,0.19,5.31,
4136,1/26/1970,6.2,0.92,5.28,
4137,1/27/1970,6,0.77,5.23,
4138,1/28/1970,5.6,0.44,5.16,
4139,1/29/1970,5.9,0.78,5.12,
4140,1/30/1970,6.1,1,5.1,
4141,1/31/1970,5.4,0.37,5.03,
4142,2/1/1970,5.3,0.35,4.95,
4143,2/2/1970,6,1.06,4.94,
4144,2/3/1970,12,6.63,5.37,
4145,2/4/1970,8.1,2.63,5.47,
4146,2/5/1970,6.4,0.96,5.44,
4147,2/6/1970,6.4,0.99,5.41,
4148,2/7/1970,6.2,0.83,5.37,
4149,2/8/1970,6.1,0.78,5.32,
4150,2/9/1970,5.9,0.63,5.27,
4151,2/10/1970,6.5,1.24,5.26,
4152,2/11/1970,6.6,1.34,5.26,
4153,2/12/1970,5.9,0.69,5.21,
4154,2/13/1970,5.5,0.36,5.14,
4155,2/14/1970,5.3,0.25,5.05,
4156,2/15/1970,6.8,1.71,5.09,
4157,2/16/1970,8,2.79,5.21,
4158,2/17/1970,8.7,3.33,5.37,
4159,2/18/1970,7.9,2.44,5.46,
4160,2/19/1970,7,1.53,5.47,
4161,2/20/1970,6.2,0.77,5.43,
4162,2/21/1970,5.9,0.54,5.36,
4163,2/22/1970,5.9,0.6,5.3,
4164,2/23/1970,5.7,0.47,5.23,
4165,2/24/1970,5.6,0.44,5.16,
4166,2/25/1970,5.6,0.5,5.1,
4167,2/26/1970,5.1,0.09,5.01,
4168,2/27/1970,5.1,0.18,4.92,
4169,2/28/1970,5,0.17,4.83,
4170,3/1/1970,4.9,0.15,4.75,
4171,3/2/1970,4.9,0.23,4.67,
4172,3/3/1970,4.9,0.3,4.6,
4173,3/4/1970,5.2,0.64,4.56,
4174,3/5/1970,6.1,1.51,4.59,
4175,3/6/1970,5.2,0.65,4.55,
4176,3/7/1970,5.1,0.59,4.51,
4177,3/8/1970,5,0.54,4.46,
4178,3/9/1970,4.9,0.49,4.41,
4179,3/10/1970,4.7,0.35,4.35,
4180,3/11/1970,4.6,0.31,4.29,
4181,3/12/1970,5,0.74,4.26,
4182,3/13/1970,5.2,0.95,4.25,
4183,3/14/1970,4.9,0.68,4.22,
4184,3/15/1970,4.6,0.43,4.17,
4185,3/16/1970,4.5,0.38,4.12,
4186,3/17/1970,4.4,0.34,4.06,
4187,3/18/1970,4.7,0.66,4.04,
4188,3/19/1970,4.8,0.78,4.02,
4189,3/20/1970,4.8,0.8,4,
4190,3/21/1970,5,1,4,
4191,3/22/1970,5.2,1.18,4.02,
4192,3/23/1970,5.3,1.26,4.04,
4193,3/24/1970,4.9,0.87,4.03,
4194,3/25/1970,4.6,0.61,3.99,
4195,3/26/1970,4.9,0.91,3.99,
4196,3/27/1970,6.1,2.03,4.07,
4197,3/28/1970,5,0.94,4.06,
4198,3/29/1970,12,7.42,4.58,
4199,3/30/1970,8.3,3.53,4.77,
4200,3/31/1970,11,5.86,5.14,
4201,4/1/1970,8.1,2.84,5.26,
4202,4/2/1970,11,5.41,5.59,
4203,4/3/1970,9,3.26,5.74,
4204,4/4/1970,7,1.27,5.73,
4205,4/5/1970,6.6,0.91,5.69,
4206,4/6/1970,6.4,0.77,5.63,
4207,4/7/1970,7.3,1.65,5.65,
4208,4/8/1970,6.5,0.89,5.61,
4209,4/9/1970,6.3,0.74,5.56,
4210,4/10/1970,6,0.51,5.49,
4211,4/11/1970,5.7,0.3,5.4,
4212,4/12/1970,5.6,0.28,5.32,
4213,4/13/1970,5.4,0.18,5.22,
4214,4/14/1970,17,11,6,
4215,4/15/1970,25,17.7,7.3,
4216,4/16/1970,12,4.49,7.51,
4217,4/17/1970,8.8,1.33,7.47,
4218,4/18/1970,7.8,0.45,7.35,
4219,4/19/1970,7.1,0,7.1,
4220,4/20/1970,10,2.82,7.18,
4221,4/21/1970,7.9,0.8,7.1,
4222,4/22/1970,6.4,0,6.4,
4223,4/23/1970,5.9,0,5.9,
4224,4/24/1970,6.2,0.39,5.81,
4225,4/25/1970,6.1,0.37,5.73,
4226,4/26/1970,5.5,0,5.5,
4227,4/27/1970,7.5,1.95,5.55,
4228,4/28/1970,6.4,0.89,5.51,
4229,4/29/1970,5.6,0.19,5.41,
4230,4/30/1970,5.2,0,5.2,
4231,5/1/1970,5,0,5,
4232,5/2/1970,4.8,0,4.8,
4233,5/3/1970,4.6,0,4.6,
4234,5/4/1970,5.3,0.73,4.57,
4235,5/5/1970,5.8,1.23,4.57,
4236,5/6/1970,5.2,0.66,4.54,
4237,5/7/1970,4.7,0.24,4.46,
4238,5/8/1970,4.5,0.12,4.38,
4239,5/9/1970,4.3,0,4.3,
4240,5/10/1970,4.1,0,4.1,
4241,5/11/1970,3.9,0,3.9,
4242,5/12/1970,3.9,0.07,3.83,
4243,5/13/1970,3.8,0.05,3.75,
4244,5/14/1970,4,0.3,3.7,
4245,5/15/1970,3.8,0.16,3.64,
4246,5/16/1970,3.8,0.21,3.59,
4247,5/17/1970,4,0.45,3.55,
4248,5/18/1970,3.8,0.3,3.5,
4249,5/19/1970,3.5,0.06,3.44,
4250,5/20/1970,3.4,0.03,3.37,
4251,5/21/1970,3.3,0,3.3,
4252,5/22/1970,3.3,0.06,3.24,
4253,5/23/1970,3.1,0,3.1,
4254,5/24/1970,3.3,0.24,3.06,
4255,5/25/1970,3.7,0.65,3.05,
4256,5/26/1970,3.5,0.47,3.03,
4257,5/27/1970,3.2,0.22,2.98,
4258,5/28/1970,3,0.07,2.93,
4259,5/29/1970,2.9,0.03,2.87,
4260,5/30/1970,2.8,0,2.8,
4261,5/31/1970,2.8,0.05,2.75,
4262,6/1/1970,2.8,0.1,2.7,
4263,6/2/1970,2.8,0.14,2.66,
4264,6/3/1970,2.4,0,2.4,
4265,6/4/1970,2.4,0.04,2.36,
4266,6/5/1970,2.4,0.08,2.32,
4267,6/6/1970,5.7,3.18,2.52,
4268,6/7/1970,3.3,0.77,2.53,
4269,6/8/1970,2.9,0.39,2.51,
4270,6/9/1970,2.8,0.31,2.49,
4271,6/10/1970,2.8,0.33,2.47,
4272,6/11/1970,2.7,0.26,2.44,
4273,6/12/1970,2.1,0,2.1,
4274,6/13/1970,1.9,0,1.9,
4275,6/14/1970,1.9,0.04,1.86,
4276,6/15/1970,2,0.16,1.84,
4277,6/16/1970,2.3,0.46,1.84,
4278,6/17/1970,2.6,0.74,1.86,
4279,6/18/1970,3.8,1.83,1.97,
4280,6/19/1970,5.5,3.3,2.2,
4281,6/20/1970,2.9,0.69,2.21,
4282,6/21/1970,14,10.96,3.04,
4283,6/22/1970,17,12.98,4.02,
4284,6/23/1970,5,0.98,4.02,
4285,6/24/1970,3.8,0,3.8,
4286,6/25/1970,3.5,0,3.5,
4287,6/26/1970,7.1,3.4,3.7,
4288,6/27/1970,6,2.2,3.8,
4289,6/28/1970,4,0.25,3.75,
4290,6/29/1970,3.5,0,3.5,
4291,6/30/1970,3.3,0,3.3,
4292,7/1/1970,3.2,0,3.2,
4293,7/2/1970,4.9,1.63,3.27,
4294,7/3/1970,3.8,0.55,3.25,
4295,7/4/1970,6,2.61,3.39,
4296,7/5/1970,18,13.59,4.41,
4297,7/6/1970,5.3,0.91,4.39,
4298,7/7/1970,4,0,4,
4299,7/8/1970,3.6,0,3.6,
4300,7/9/1970,3.4,0,3.4,
4301,7/10/1970,36,30.25,5.75,
4302,7/11/1970,15,8.67,6.33,
4303,7/12/1970,6.4,0.18,6.22,
4304,7/13/1970,4.9,0,4.9,
4305,7/14/1970,4.4,0,4.4,
4306,7/15/1970,4.2,0,4.2,
4307,7/16/1970,4,0,4,
4308,7/17/1970,3.7,0,3.7,
4309,7/18/1970,3.5,0,3.5,
4310,7/19/1970,3.4,0,3.4,
4311,7/20/1970,3.3,0,3.3,
4312,7/21/1970,3.6,0.34,3.26,
4313,7/22/1970,3.4,0.19,3.21,
4314,7/23/1970,3.3,0.14,3.16,
4315,7/24/1970,3.4,0.28,3.12,
4316,7/25/1970,3.2,0.13,3.07,
4317,7/26/1970,3.1,0.09,3.01,
4318,7/27/1970,3.2,0.23,2.97,
4319,7/28/1970,3,0.08,2.92,
4320,7/29/1970,2.9,0.04,2.86,
4321,7/30/1970,3.5,0.64,2.86,
4322,7/31/1970,4.2,1.3,2.9,
4323,8/1/1970,3.4,0.51,2.89,
4324,8/2/1970,3,0.16,2.84,
4325,8/3/1970,2.9,0.11,2.79,
4326,8/4/1970,3,0.24,2.76,
4327,8/5/1970,2.8,0.09,2.71,
4328,8/6/1970,2.9,0.23,2.67,
4329,8/7/1970,2.7,0.07,2.63,
4330,8/8/1970,2.6,0.03,2.57,
4331,8/9/1970,2.5,0,2.5,
4332,8/10/1970,2.5,0.05,2.45,
4333,8/11/1970,2.5,0.09,2.41,
4334,8/12/1970,2.4,0.03,2.37,
4335,8/13/1970,2.4,0.08,2.32,
4336,8/14/1970,2.4,0.11,2.29,
4337,8/15/1970,2.4,0.15,2.25,
4338,8/16/1970,2.3,0.08,2.22,
4339,8/17/1970,2.2,0.03,2.17,
4340,8/18/1970,2.2,0.07,2.13,
4341,8/19/1970,2.1,0.01,2.09,
4342,8/20/1970,2.1,0.05,2.05,
4343,8/21/1970,2.2,0.17,2.03,
4344,8/22/1970,2.1,0.11,1.99,
4345,8/23/1970,2.1,0.13,1.97,
4346,8/24/1970,2.1,0.16,1.94,
4347,8/25/1970,2,0.09,1.91,
4348,8/26/1970,1.9,0.03,1.87,
4349,8/27/1970,1.9,0.06,1.84,
4350,8/28/1970,1.9,0.09,1.81,
4351,8/29/1970,1.8,0.02,1.78,
4352,8/30/1970,1.8,0.06,1.74,
4353,8/31/1970,1.8,0.08,1.72,
4354,9/1/1970,1.7,0.02,1.68,
4355,9/2/1970,1.7,0.05,1.65,
4356,9/3/1970,1.7,0.07,1.63,
4357,9/4/1970,1.7,0.1,1.6,
4358,9/5/1970,1.7,0.12,1.58,
4359,9/6/1970,1.6,0.05,1.55,
4360,9/7/1970,1.6,0.07,1.53,
4361,9/8/1970,1.6,0.1,1.5,
4362,9/9/1970,1.6,0.12,1.48,
4363,9/10/1970,1.6,0.14,1.46,
4364,9/11/1970,1.6,0.15,1.45,
4365,9/12/1970,1.5,0.08,1.42,
4366,9/13/1970,1.5,0.1,1.4,
4367,9/14/1970,1.5,0.12,1.38,
4368,9/15/1970,1.5,0.13,1.37,
4369,9/16/1970,1.4,0.06,1.34,
4370,9/17/1970,1.4,0.08,1.32,
4371,9/18/1970,1.4,0.1,1.3,
4372,9/19/1970,1.4,0.11,1.29,
4373,9/20/1970,1.4,0.13,1.27,
4374,9/21/1970,1.4,0.14,1.26,
4375,9/22/1970,1.4,0.15,1.25,
4376,9/23/1970,1.3,0.07,1.23,
4377,9/24/1970,1.3,0.09,1.21,
4378,9/25/1970,1.2,0.01,1.19,
4379,9/26/1970,1.2,0.03,1.17,
4380,9/27/1970,1.3,0.15,1.15,
4381,9/28/1970,1.4,0.25,1.15,
4382,9/29/1970,1.3,0.16,1.14,
4383,9/30/1970,1.3,0.17,1.13,
4384,10/1/1970,1.3,0.18,1.12,
4385,10/2/1970,1.3,0.19,1.11,
4386,10/3/1970,1.3,0.19,1.11,
4387,10/4/1970,1.3,0.2,1.1,
4388,10/5/1970,1.2,0.11,1.09,
4389,10/6/1970,1.2,0.12,1.08,
4390,10/7/1970,1.2,0.13,1.07,
4391,10/8/1970,1.2,0.14,1.06,
4392,10/9/1970,1.2,0.15,1.05,
4393,10/10/1970,1.1,0.07,1.03,
4394,10/11/1970,1.1,0.08,1.02,
4395,10/12/1970,1.1,0.1,1,
4396,10/13/1970,1.1,0.11,0.99,
4397,10/14/1970,1.1,0.12,0.98,
4398,10/15/1970,1.1,0.13,0.97,
4399,10/16/1970,1.2,0.23,0.97,
4400,10/17/1970,1.1,0.14,0.96,
4401,10/18/1970,1.1,0.14,0.96,
4402,10/19/1970,1.1,0.15,0.95,
4403,10/20/1970,1.1,0.16,0.94,
4404,10/21/1970,1.2,0.26,0.94,
4405,10/22/1970,2.8,1.74,1.06,
4406,10/23/1970,1.8,0.7,1.1,
4407,10/24/1970,1.4,0.3,1.1,
4408,10/25/1970,1.3,0.2,1.1,
4409,10/26/1970,1.2,0.12,1.08,
4410,10/27/1970,1.1,0.04,1.06,
4411,10/28/1970,1.1,0.05,1.05,
4412,10/29/1970,1.1,0.07,1.03,
4413,10/30/1970,1.1,0.08,1.02,
4414,10/31/1970,1.1,0.1,1,
4415,11/1/1970,1.1,0.11,0.99,
4416,11/2/1970,1,0.02,0.98,
4417,11/3/1970,1.3,0.32,0.98,
4418,11/4/1970,1.7,0.68,1.02,
4419,11/5/1970,1.5,0.47,1.03,
4420,11/6/1970,1.3,0.27,1.03,
4421,11/7/1970,1.2,0.17,1.03,
4422,11/8/1970,1.1,0.09,1.01,
4423,11/9/1970,1.1,0.1,1,
4424,11/10/1970,1.1,0.11,0.99,
4425,11/11/1970,1.1,0.12,0.98,
4426,11/12/1970,1.2,0.22,0.98,
4427,11/13/1970,3.7,2.54,1.16,
4428,11/14/1970,2.2,0.98,1.22,
4429,11/15/1970,7.7,6.03,1.67,
4430,11/16/1970,2.7,0.98,1.72,
4431,11/17/1970,2.1,0.38,1.72,
4432,11/18/1970,2,0.29,1.71,
4433,11/19/1970,2,0.3,1.7,
4434,11/20/1970,2.1,0.41,1.69,
4435,11/21/1970,2.6,0.87,1.73,
4436,11/22/1970,2.1,0.37,1.73,
4437,11/23/1970,2.1,0.38,1.72,
4438,11/24/1970,2,0.29,1.71,
4439,11/25/1970,2,0.3,1.7,
4440,11/26/1970,2,0.31,1.69,
4441,11/27/1970,2,0.32,1.68,
4442,11/28/1970,1.9,0.23,1.67,
4443,11/29/1970,1.8,0.15,1.65,
4444,11/30/1970,1.8,0.17,1.63,
4445,12/1/1970,1.8,0.19,1.61,
4446,12/2/1970,1.8,0.21,1.59,
4447,12/3/1970,1.8,0.22,1.58,
4448,12/4/1970,1.9,0.33,1.57,
4449,12/5/1970,1.8,0.24,1.56,
4450,12/6/1970,1.8,0.25,1.55,
4451,12/7/1970,1.7,0.17,1.53,
4452,12/8/1970,1.7,0.18,1.52,
4453,12/9/1970,1.7,0.2,1.5,
4454,12/10/1970,1.7,0.21,1.49,
4455,12/11/1970,1.7,0.22,1.48,
4456,12/12/1970,2,0.51,1.49,
