     Day,      Date,Flow,Direct Runoff,Base Flow,
15765,11/28/2001,1.1,0.19,0.91,
15766,11/29/2001,1.1,0.19,0.91,
15767,11/30/2001,1.1,0.2,0.9,
15768,12/1/2001,1.1,0.2,0.9,
15769,12/2/2001,1.1,0.2,0.9,
15770,12/3/2001,1.1,0.2,0.9,
15771,12/4/2001,1.1,0.2,0.9,
15772,12/5/2001,1.1,0.2,0.9,
15773,12/6/2001,1.1,0.21,0.89,
15774,12/7/2001,1.12,0.23,0.89,
15775,12/8/2001,1.33,0.42,0.91,
15776,12/9/2001,1.37,0.44,0.93,
15777,12/10/2001,1.2,0.27,0.93,
15778,12/11/2001,1.34,0.4,0.94,
15779,12/12/2001,1.23,0.28,0.95,
15780,12/13/2001,1.2,0.25,0.95,
15781,12/14/2001,1.2,0.25,0.95,
15782,12/15/2001,1.13,0.18,0.95,
15783,12/16/2001,1.1,0.16,0.94,
15784,12/17/2001,1.13,0.19,0.94,
15785,12/18/2001,1.27,0.33,0.94,
15786,12/19/2001,1.1,0.16,0.94,
15787,12/20/2001,1.04,0.11,0.93,
15788,12/21/2001,1.01,0.09,0.92,
15789,12/22/2001,0.97,0.07,0.9,
15790,12/23/2001,0.97,0.08,0.89,
15791,12/24/2001,1.38,0.47,0.91,
15792,12/25/2001,1.14,0.23,0.91,
15793,12/26/2001,1.03,0.13,0.9,
15794,12/27/2001,1.01,0.12,0.89,
15795,12/28/2001,0.98,0.1,0.88,
15796,12/29/2001,0.92,0.05,0.87,
15797,12/30/2001,0.88,0.02,0.86,
15798,12/31/2001,0.85,0.01,0.84,
15799,1/1/2002,0.84,0.02,0.82,
15800,1/2/2002,0.84,0.03,0.81,
15801,1/3/2002,0.87,0.07,0.8,
15802,1/4/2002,0.84,0.05,0.79,
15803,1/5/2002,0.84,0.06,0.78,
15804,1/6/2002,1.33,0.53,0.8,
15805,1/7/2002,1.67,0.82,0.85,
15806,1/8/2002,1.23,0.37,0.86,
15807,1/9/2002,1.29,0.41,0.88,
15808,1/10/2002,1.22,0.33,0.89,
15809,1/11/2002,1.48,0.56,0.92,
15810,1/12/2002,1.4,0.46,0.94,
15811,1/13/2002,1.26,0.32,0.94,
15812,1/14/2002,1.17,0.23,0.94,
15813,1/15/2002,1.12,0.18,0.94,
15814,1/16/2002,1.1,0.17,0.93,
15815,1/17/2002,1.1,0.17,0.93,
15816,1/18/2002,1.1,0.18,0.92,
15817,1/19/2002,1.23,0.3,0.93,
15818,1/20/2002,1.6,0.64,0.96,
15819,1/21/2002,1.51,0.53,0.98,
15820,1/22/2002,1.47,0.47,1,
15821,1/23/2002,1.3,0.29,1.01,
15822,1/24/2002,1.31,0.3,1.01,
15823,1/25/2002,1.75,0.7,1.05,
15824,1/26/2002,1.55,0.49,1.06,
15825,1/27/2002,1.41,0.34,1.07,
15826,1/28/2002,1.41,0.34,1.07,
15827,1/29/2002,1.41,0.33,1.08,
15828,1/30/2002,1.41,0.33,1.08,
15829,1/31/2002,1.43,0.34,1.09,
15830,2/1/2002,1.56,0.46,1.1,
15831,2/2/2002,1.52,0.41,1.11,
15832,2/3/2002,1.59,0.46,1.13,
15833,2/4/2002,1.7,0.55,1.15,
15834,2/5/2002,1.36,0.22,1.14,
15835,2/6/2002,1.2,0.07,1.13,
15836,2/7/2002,1.68,0.53,1.15,
15837,2/8/2002,1.59,0.43,1.16,
15838,2/9/2002,1.4,0.24,1.16,
15839,2/10/2002,1.37,0.22,1.15,
15840,2/11/2002,1.4,0.25,1.15,
15841,2/12/2002,1.29,0.15,1.14,
15842,2/13/2002,1.23,0.11,1.12,
15843,2/14/2002,1.2,0.09,1.11,
15844,2/15/2002,1.2,0.11,1.09,
15845,2/16/2002,1.11,0.04,1.07,
15846,2/17/2002,1.09,0.03,1.06,
15847,2/18/2002,1.01,0,1.01,
15848,2/19/2002,1.01,0.02,0.99,
15849,2/20/2002,1.02,0.04,0.98,
15850,2/21/2002,1.05,0.09,0.96,
15851,2/22/2002,0.99,0.04,0.95,
15852,2/23/2002,0.92,0,0.92,
15853,2/24/2002,0.92,0.02,0.9,
15854,2/25/2002,0.92,0.03,0.89,
15855,2/26/2002,0.89,0.02,0.87,
15856,2/27/2002,0.83,0,0.83,
15857,2/28/2002,0.76,0,0.76,
15858,3/1/2002,0.76,0.01,0.75,
15859,3/2/2002,0.81,0.07,0.74,
15860,3/3/2002,1.81,1.01,0.8,
15861,3/4/2002,1.29,0.47,0.82,
15862,3/5/2002,1.03,0.21,0.82,
15863,3/6/2002,0.99,0.17,0.82,
15864,3/7/2002,0.91,0.1,0.81,
15865,3/8/2002,0.84,0.04,0.8,
15866,3/9/2002,0.77,0,0.77,
15867,3/10/2002,0.8,0.04,0.76,
15868,3/11/2002,0.69,0,0.69,
15869,3/12/2002,0.76,0.08,0.68,
15870,3/13/2002,0.95,0.26,0.69,
15871,3/14/2002,0.88,0.19,0.69,
15872,3/15/2002,0.78,0.1,0.68,
15873,3/16/2002,0.75,0.07,0.68,
15874,3/17/2002,0.73,0.06,0.67,
15875,3/18/2002,1.79,1.05,0.74,
15876,3/19/2002,1.58,0.79,0.79,
15877,3/20/2002,3.21,2.26,0.95,
15878,3/21/2002,3.02,1.93,1.09,
15879,3/22/2002,2.07,0.93,1.14,
15880,3/23/2002,1.99,0.81,1.18,
15881,3/24/2002,1.91,0.7,1.21,
15882,3/25/2002,1.94,0.69,1.25,
15883,3/26/2002,2.04,0.76,1.28,
15884,3/27/2002,3.85,2.4,1.45,
15885,3/28/2002,2.54,1.04,1.5,
15886,3/29/2002,2.28,0.75,1.53,
15887,3/30/2002,2.24,0.68,1.56,
15888,3/31/2002,2.75,1.13,1.62,
15889,4/1/2002,4.09,2.32,1.77,
15890,4/2/2002,2.75,0.94,1.81,
15891,4/3/2002,4.17,2.22,1.95,
15892,4/4/2002,4.29,2.2,2.09,
15893,4/5/2002,3.31,1.17,2.14,
15894,4/6/2002,3,0.84,2.16,
15895,4/7/2002,2.85,0.68,2.17,
15896,4/8/2002,2.79,0.61,2.18,
15897,4/9/2002,2.85,0.66,2.19,
15898,4/10/2002,3.35,1.12,2.23,
15899,4/11/2002,2.92,0.68,2.24,
15900,4/12/2002,2.7,0.46,2.24,
15901,4/13/2002,3.3,1.03,2.27,
15902,4/14/2002,3.2,0.9,2.3,
15903,4/15/2002,3,0.69,2.31,
15904,4/16/2002,2.8,0.5,2.3,
15905,4/17/2002,2.6,0.32,2.28,
15906,4/18/2002,2.5,0.24,2.26,
15907,4/19/2002,2.3,0.08,2.22,
15908,4/20/2002,2.1,0,2.1,
15909,4/21/2002,2,0,2,
15910,4/22/2002,2.1,0.13,1.97,
15911,4/23/2002,2,0.06,1.94,
15912,4/24/2002,2,0.1,1.9,
15913,4/25/2002,2.1,0.22,1.88,
15914,4/26/2002,1.8,0,1.8,
15915,4/27/2002,1.5,0,1.5,
15916,4/28/2002,2.8,1.23,1.57,
15917,4/29/2002,5.1,3.3,1.8,
15918,4/30/2002,4.3,2.35,1.95,
15919,5/1/2002,3.5,1.47,2.03,
15920,5/2/2002,8,5.56,2.44,
15921,5/3/2002,13,9.83,3.17,
15922,5/4/2002,5.3,2.03,3.27,
15923,5/5/2002,4.8,1.48,3.32,
15924,5/6/2002,4.3,0.96,3.34,
15925,5/7/2002,3.8,0.49,3.31,
15926,5/8/2002,3.49,0.23,3.26,
15927,5/9/2002,3.49,0.27,3.22,
15928,5/10/2002,3.41,0.24,3.17,
15929,5/11/2002,3.22,0.1,3.12,
15930,5/12/2002,3.14,0.08,3.06,
15931,5/13/2002,3.39,0.36,3.03,
15932,5/14/2002,3.29,0.3,2.99,
15933,5/15/2002,2.93,0,2.93,
15934,5/16/2002,2.6,0,2.6,
15935,5/17/2002,2.25,0,2.25,
15936,5/18/2002,2.24,0.03,2.21,
15937,5/19/2002,2,0,2,
15938,5/20/2002,1.77,0,1.77,
15939,5/21/2002,1.87,0.13,1.74,
15940,5/22/2002,1.88,0.16,1.72,
15941,5/23/2002,1.99,0.28,1.71,
15942,5/24/2002,1.99,0.29,1.7,
15943,5/25/2002,1.99,0.3,1.69,
15944,5/26/2002,1.99,0.31,1.68,
15945,5/27/2002,2.07,0.39,1.68,
15946,5/28/2002,1.93,0.26,1.67,
15947,5/29/2002,1.98,0.32,1.66,
15948,5/30/2002,1.99,0.34,1.65,
15949,5/31/2002,2.09,0.44,1.65,
15950,6/1/2002,1.93,0.29,1.64,
15951,6/2/2002,1.65,0.04,1.61,
15952,6/3/2002,1.52,0,1.52,
15953,6/4/2002,1.55,0.06,1.49,
15954,6/5/2002,1.75,0.26,1.49,
15955,6/6/2002,2.46,0.93,1.53,
15956,6/7/2002,2.32,0.76,1.56,
15957,6/8/2002,1.99,0.43,1.56,
15958,6/9/2002,1.86,0.3,1.56,
15959,6/10/2002,1.81,0.26,1.55,
15960,6/11/2002,1.75,0.22,1.53,
15961,6/12/2002,1.7,0.18,1.52,
15962,6/13/2002,1.91,0.39,1.52,
15963,6/14/2002,1.99,0.47,1.52,
15964,6/15/2002,1.91,0.39,1.52,
15965,6/16/2002,1.76,0.25,1.51,
15966,6/17/2002,1.63,0.14,1.49,
15967,6/18/2002,1.56,0.09,1.47,
15968,6/19/2002,1.62,0.16,1.46,
15969,6/20/2002,1.6,0.16,1.44,
15970,6/21/2002,1.49,0.07,1.42,
15971,6/22/2002,1.42,0.03,1.39,
15972,6/23/2002,1.2,0,1.2,
15973,6/24/2002,1.33,0.14,1.19,
15974,6/25/2002,1.45,0.27,1.18,
15975,6/26/2002,1.59,0.4,1.19,
15976,6/27/2002,1.16,0,1.16,
15977,6/28/2002,1.18,0.04,1.14,
15978,6/29/2002,1.13,0.01,1.12,
15979,6/30/2002,1.12,0.02,1.1,
15980,7/1/2002,1.05,0,1.05,
15981,7/2/2002,0.99,0,0.99,
15982,7/3/2002,0.96,0,0.96,
15983,7/4/2002,0.92,0,0.92,
15984,7/5/2002,0.82,0,0.82,
15985,7/6/2002,0.78,0,0.78,
15986,7/7/2002,0.81,0.04,0.77,
15987,7/8/2002,0.82,0.06,0.76,
15988,7/9/2002,0.81,0.06,0.75,
15989,7/10/2002,0.8,0.06,0.74,
15990,7/11/2002,0.72,0,0.72,
15991,7/12/2002,0.74,0.03,0.71,
15992,7/13/2002,0.75,0.05,0.7,
15993,7/14/2002,0.83,0.14,0.69,
15994,7/15/2002,0.82,0.13,0.69,
15995,7/16/2002,0.75,0.07,0.68,
15996,7/17/2002,0.7,0.03,0.67,
15997,7/18/2002,0.71,0.05,0.66,
15998,7/19/2002,0.72,0.07,0.65,
15999,7/20/2002,0.72,0.07,0.65,
16000,7/21/2002,0.64,0.01,0.63,
16001,7/22/2002,0.63,0.01,0.62,
16002,7/23/2002,0.66,0.05,0.61,
16003,7/24/2002,0.91,0.29,0.62,
16004,7/25/2002,1.3,0.64,0.66,
16005,7/26/2002,0.96,0.29,0.67,
16006,7/27/2002,1.08,0.39,0.69,
16007,7/28/2002,1,0.3,0.7,
16008,7/29/2002,0.83,0.13,0.7,
16009,7/30/2002,0.66,0,0.66,
16010,7/31/2002,0.62,0,0.62,
16011,8/1/2002,0.63,0.02,0.61,
16012,8/2/2002,0.61,0.01,0.6,
16013,8/3/2002,0.59,0,0.59,
16014,8/4/2002,0.58,0,0.58,
16015,8/5/2002,0.56,0,0.56,
16016,8/6/2002,0.61,0.06,0.55,
16017,8/7/2002,0.54,0,0.54,
16018,8/8/2002,0.53,0,0.53,
16019,8/9/2002,0.51,0,0.51,
16020,8/10/2002,0.49,0,0.49,
16021,8/11/2002,0.48,0,0.48,
16022,8/12/2002,0.46,0,0.46,
16023,8/13/2002,0.45,0,0.45,
16024,8/14/2002,0.42,0,0.42,
16025,8/15/2002,0.4,0,0.4,
16026,8/16/2002,0.37,0,0.37,
16027,8/17/2002,0.37,0.01,0.36,
16028,8/18/2002,0.38,0.02,0.36,
16029,8/19/2002,0.36,0.01,0.35,
16030,8/20/2002,0.35,0.01,0.34,
16031,8/21/2002,0.35,0.01,0.34,
16032,8/22/2002,0.32,0,0.32,
16033,8/23/2002,0.31,0,0.31,
16034,8/24/2002,0.27,0,0.27,
16035,8/25/2002,0.07,0,0.07,
16036,8/26/2002,0.05,0,0.05,
16037,8/27/2002,0.04,0,0.04,
16038,8/28/2002,0.05,0.01,0.04,
16039,8/29/2002,0.86,0.76,0.1,
16040,8/30/2002,0.52,0.39,0.13,
16041,8/31/2002,0.43,0.28,0.15,
16042,9/1/2002,19,17.46,1.54,
16043,9/2/2002,10.7,8.51,2.19,
16044,9/3/2002,3.31,1.08,2.23,
16045,9/4/2002,2.74,0.51,2.23,
16046,9/5/2002,2.45,0.24,2.21,
16047,9/6/2002,2.31,0.14,2.17,
16048,9/7/2002,2.05,0,2.05,
16049,9/8/2002,2.05,0.04,2.01,
16050,9/9/2002,2.14,0.16,1.98,
16051,9/10/2002,2.35,0.38,1.97,
16052,9/11/2002,2.15,0.2,1.95,
16053,9/12/2002,2.07,0.15,1.92,
16054,9/13/2002,2.06,0.16,1.9,
16055,9/14/2002,2.08,0.2,1.88,
16056,9/15/2002,2.37,0.49,1.88,
16057,9/16/2002,2.55,0.66,1.89,
16058,9/17/2002,1.87,0.01,1.86,
16059,9/18/2002,1.7,0,1.7,
16060,9/19/2002,1.64,0,1.64,
16061,9/20/2002,1.59,0,1.59,
16062,9/21/2002,1.54,0,1.54,
16063,9/22/2002,1.46,0,1.46,
16064,9/23/2002,1.4,0,1.4,
16065,9/24/2002,1.38,0.01,1.37,
16066,9/25/2002,1.34,0,1.34,
16067,9/26/2002,1.65,0.31,1.34,
16068,9/27/2002,1.72,0.38,1.34,
16069,9/28/2002,1.54,0.21,1.33,
16070,9/29/2002,1.36,0.05,1.31,
16071,9/30/2002,1.35,0.06,1.29,
16072,10/1/2002,1.28,0.02,1.26,
16073,10/2/2002,1.28,0.04,1.24,
16074,10/3/2002,1.21,0,1.21,
16075,10/4/2002,1.21,0.02,1.19,
16076,10/5/2002,1.14,0,1.14,
16077,10/6/2002,1.09,0,1.09,
16078,10/7/2002,1.13,0.06,1.07,
16079,10/8/2002,1.06,0.01,1.05,
16080,10/9/2002,1.12,0.08,1.04,
16081,10/10/2002,3.85,2.62,1.23,
16082,10/11/2002,7.45,5.79,1.66,
16083,10/12/2002,5.4,3.49,1.91,
16084,10/13/2002,3.53,1.53,2,
16085,10/14/2002,2.91,0.88,2.03,
16086,10/15/2002,2.85,0.8,2.05,
16087,10/16/2002,8.39,5.91,2.48,
16088,10/17/2002,5.04,2.42,2.62,
16089,10/18/2002,4.01,1.33,2.68,
16090,10/19/2002,3.79,1.08,2.71,
16091,10/20/2002,3.69,0.96,2.73,
16092,10/21/2002,3.59,0.84,2.75,
16093,10/22/2002,3.42,0.67,2.75,
16094,10/23/2002,3.36,0.62,2.74,
16095,10/24/2002,3.27,0.54,2.73,
16096,10/25/2002,3.31,0.59,2.72,
16097,10/26/2002,6.48,3.53,2.95,
16098,10/27/2002,4.18,1.19,2.99,
16099,10/28/2002,3.79,0.8,2.99,
16100,10/29/2002,4.28,1.25,3.03,
16101,10/30/2002,7.23,3.94,3.29,
16102,10/31/2002,6.68,3.2,3.48,
16103,11/1/2002,5.17,1.63,3.54,
16104,11/2/2002,4.73,1.17,3.56,
16105,11/3/2002,4.62,1.05,3.57,
16106,11/4/2002,4.62,1.04,3.58,
16107,11/5/2002,4.57,0.98,3.59,
16108,11/6/2002,8.04,4.19,3.85,
16109,11/7/2002,5.51,1.6,3.91,
16110,11/8/2002,4.74,0.85,3.89,
16111,11/9/2002,4.62,0.74,3.88,
16112,11/10/2002,4.62,0.76,3.86,
16113,11/11/2002,6.05,2.1,3.95,
16114,11/12/2002,12.5,7.99,4.51,
16115,11/13/2002,12.4,7.39,5.01,
16116,11/14/2002,7.16,2.08,5.08,
16117,11/15/2002,6,0.95,5.05,
16118,11/16/2002,7.4,2.27,5.13,
16119,11/17/2002,33.8,26.64,7.16,
16120,11/18/2002,17.2,9.43,7.77,
16121,11/19/2002,9.68,1.91,7.77,
16122,11/20/2002,8.27,0.61,7.66,
16123,11/21/2002,7.81,0.28,7.53,
16124,11/22/2002,10,2.43,7.57,
16125,11/23/2002,8.46,0.96,7.5,
16126,11/24/2002,7.36,0.01,7.35,
16127,11/25/2002,6.75,0,6.75,
16128,11/26/2002,6.47,0,6.47,
16129,11/27/2002,6.5,0.15,6.35,
16130,11/28/2002,5.95,0,5.95,
16131,11/29/2002,5.93,0.09,5.84,
16132,11/30/2002,5.9,0.17,5.73,
16133,12/1/2002,5.48,0,5.48,
16134,12/2/2002,5.4,0.03,5.37,
16135,12/3/2002,5.18,0,5.18,
16136,12/4/2002,5.01,0,5.01,
16137,12/5/2002,5.58,0.62,4.96,
16138,12/6/2002,5.54,0.63,4.91,
16139,12/7/2002,5.22,0.38,4.84,
16140,12/8/2002,5.12,0.35,4.77,
16141,12/9/2002,4.87,0.18,4.69,
16142,12/10/2002,4.73,0.12,4.61,
16143,12/11/2002,13.9,8.69,5.21,
16144,12/12/2002,15.9,9.99,5.91,
16145,12/13/2002,9.44,3.38,6.06,
16146,12/14/2002,17.1,10.34,6.76,
16147,12/15/2002,9.22,2.4,6.82,
16148,12/16/2002,8.02,1.24,6.78,
16149,12/17/2002,7.13,0.45,6.68,
16150,12/18/2002,6.76,0.19,6.57,
16151,12/19/2002,6.61,0.16,6.45,
16152,12/20/2002,8.99,2.47,6.52,
16153,12/21/2002,8.16,1.64,6.52,
16154,12/22/2002,7.01,0.58,6.43,
16155,12/23/2002,6.58,0.26,6.32,
16156,12/24/2002,6.32,0.11,6.21,
16157,12/25/2002,11.8,5.29,6.51,
16158,12/26/2002,9.39,2.79,6.6,
16159,12/27/2002,7.38,0.84,6.54,
16160,12/28/2002,6.89,0.45,6.44,
16161,12/29/2002,6.67,0.33,6.34,
16162,12/30/2002,6.29,0.07,6.22,
16163,12/31/2002,6.21,0.11,6.1,
16164,1/1/2003,7.35,1.27,6.08,
16165,1/2/2003,8.9,2.72,6.18,
16166,1/3/2003,9.4,3.1,6.3,
16167,1/4/2003,8.65,2.29,6.36,
16168,1/5/2003,7.26,0.95,6.31,
16169,1/6/2003,7.06,0.81,6.25,
16170,1/7/2003,6.74,0.57,6.17,
16171,1/8/2003,6.7,0.61,6.09,
16172,1/9/2003,6.42,0.42,6,
16173,1/10/2003,6.09,0.19,5.9,
16174,1/11/2003,5.73,0,5.73,
16175,1/12/2003,5.66,0.04,5.62,
16176,1/13/2003,5.66,0.14,5.52,
16177,1/14/2003,5.56,0.14,5.42,
16178,1/15/2003,5.4,0.08,5.32,
16179,1/16/2003,5.33,0.11,5.22,
16180,1/17/2003,5.4,0.26,5.14,
16181,1/18/2003,5.13,0.09,5.04,
16182,1/19/2003,5.13,0.18,4.95,
16183,1/20/2003,5.13,0.25,4.88,
16184,1/21/2003,4.93,0.14,4.79,
16185,1/22/2003,4.84,0.14,4.7,
16186,1/23/2003,4.62,0.01,4.61,
16187,1/24/2003,4.5,0,4.5,
16188,1/25/2003,4.58,0.16,4.42,
16189,1/26/2003,4.62,0.26,4.36,
16190,1/27/2003,4.47,0.19,4.28,
16191,1/28/2003,4.48,0.26,4.22,
16192,1/29/2003,4.62,0.45,4.17,
16193,1/30/2003,4.62,0.49,4.13,
16194,1/31/2003,4.62,0.53,4.09,
16195,2/1/2003,5.6,1.48,4.12,
16196,2/2/2003,5.66,1.5,4.16,
16197,2/3/2003,4.69,0.57,4.12,
16198,2/4/2003,6.68,2.44,4.24,
16199,2/5/2003,5.52,1.27,4.25,
16200,2/6/2003,4.87,0.65,4.22,
16201,2/7/2003,4.98,0.78,4.2,
16202,2/8/2003,4.67,0.52,4.15,
16203,2/9/2003,4.61,0.5,4.11,
16204,2/10/2003,4.77,0.69,4.08,
16205,2/11/2003,4.73,0.67,4.06,
16206,2/12/2003,4.47,0.46,4.01,
16207,2/13/2003,4.38,0.42,3.96,
16208,2/14/2003,4.35,0.43,3.92,
16209,2/15/2003,4.79,0.88,3.91,
16210,2/16/2003,4.68,0.78,3.9,
16211,2/17/2003,5.36,1.43,3.93,
16212,2/18/2003,5.01,1.07,3.94,
16213,2/19/2003,4.95,1.01,3.94,
16214,2/20/2003,5.16,1.2,3.96,
16215,2/21/2003,5.65,1.64,4.01,
16216,2/22/2003,14.1,9.42,4.68,
16217,2/23/2003,42.9,35.47,7.43,
16218,2/24/2003,33.4,24.19,9.21,
16219,2/25/2003,22.4,12.38,10.02,
16220,2/26/2003,13.9,3.78,10.12,
16221,2/27/2003,10.8,0.82,9.98,
16222,2/28/2003,10.2,0.38,9.82,
16223,3/1/2003,10,0.35,9.65,
16224,3/2/2003,21.4,11.06,10.34,
16225,3/3/2003,17.6,6.91,10.69,
16226,3/4/2003,11.5,0.95,10.55,
16227,3/5/2003,17.1,6.26,10.84,
16228,3/6/2003,21.8,10.35,11.45,
16229,3/7/2003,15,3.5,11.5,
16230,3/8/2003,11.7,0.4,11.3,
16231,3/9/2003,10.8,0,10.8,
16232,3/10/2003,9.54,0,9.54,
16233,3/11/2003,8.74,0,8.74,
16234,3/12/2003,8.38,0,8.38,
16235,3/13/2003,8.05,0,8.05,
16236,3/14/2003,7.37,0,7.37,
16237,3/15/2003,7.03,0,7.03,
16238,3/16/2003,7.13,0.22,6.91,
16239,3/17/2003,11,3.92,7.08,
16240,3/18/2003,8.41,1.36,7.05,
16241,3/19/2003,7.49,0.54,6.95,
16242,3/20/2003,8.75,1.79,6.96,
16243,3/21/2003,10.2,3.13,7.07,
16244,3/22/2003,8.8,1.73,7.07,
16245,3/23/2003,7.68,0.7,6.98,
16246,3/24/2003,7.09,0.23,6.86,
16247,3/25/2003,6.79,0.06,6.73,
16248,3/26/2003,6.76,0.16,6.6,
16249,3/27/2003,6.69,0.2,6.49,
16250,3/28/2003,6.5,0.13,6.37,
16251,3/29/2003,6.69,0.41,6.28,
16252,3/30/2003,7.62,1.36,6.26,
16253,3/31/2003,7.25,1.03,6.22,
16254,4/1/2003,6.79,0.65,6.14,
16255,4/2/2003,6.58,0.52,6.06,
16256,4/3/2003,6.21,0.25,5.96,
16257,4/4/2003,6.14,0.28,5.86,
16258,4/5/2003,5.93,0.17,5.76,
16259,4/6/2003,5.75,0.1,5.65,
16260,4/7/2003,6.69,1.07,5.62,
16261,4/8/2003,7.03,1.41,5.62,
16262,4/9/2003,16.3,9.99,6.31,
16263,4/10/2003,10.6,4.09,6.51,
16264,4/11/2003,25.1,17.33,7.77,
16265,4/12/2003,17.8,9.43,8.37,
16266,4/13/2003,11.3,2.87,8.43,
16267,4/14/2003,9.11,0.79,8.32,
16268,4/15/2003,8.3,0.13,8.17,
16269,4/16/2003,7.47,0,7.47,
16270,4/17/2003,6.77,0,6.77,
16271,4/18/2003,6.5,0,6.5,
16272,4/19/2003,6.31,0,6.31,
16273,4/20/2003,6.12,0,6.12,
16274,4/21/2003,5.93,0,5.93,
16275,4/22/2003,5.71,0,5.71,
16276,4/23/2003,5.31,0,5.31,
16277,4/24/2003,5.13,0,5.13,
16278,4/25/2003,5.14,0.1,5.04,
16279,4/26/2003,5.41,0.44,4.97,
16280,4/27/2003,5.04,0.16,4.88,
16281,4/28/2003,4.81,0.02,4.79,
16282,4/29/2003,4.74,0.04,4.7,
16283,4/30/2003,4.51,0,4.51,
16284,5/1/2003,4.5,0.07,4.43,
16285,5/2/2003,4.43,0.09,4.34,
16286,5/3/2003,4.14,0,4.14,
16287,5/4/2003,4.04,0,4.04,
16288,5/5/2003,4.04,0.07,3.97,
16289,5/6/2003,4.14,0.24,3.9,
16290,5/7/2003,4.76,0.86,3.9,
16291,5/8/2003,5.38,1.45,3.93,
16292,5/9/2003,4.62,0.71,3.91,
16293,5/10/2003,4.34,0.47,3.87,
16294,5/11/2003,4.32,0.49,3.83,
16295,5/12/2003,4,0.23,3.77,
16296,5/13/2003,3.93,0.21,3.72,
16297,5/14/2003,4.01,0.34,3.67,
16298,5/15/2003,3.94,0.32,3.62,
16299,5/16/2003,11,6.9,4.1,
16300,5/17/2003,7.29,3.03,4.26,
16301,5/18/2003,6.01,1.7,4.31,
16302,5/19/2003,5.44,1.12,4.32,
16303,5/20/2003,5.09,0.8,4.29,
16304,5/21/2003,5.15,0.87,4.28,
16305,5/22/2003,5.64,1.34,4.3,
16306,5/23/2003,6.24,1.88,4.36,
16307,5/24/2003,6.05,1.64,4.41,
16308,5/25/2003,5.66,1.24,4.42,
16309,5/26/2003,13,8.03,4.97,
16310,5/27/2003,7.31,2.26,5.05,
16311,5/28/2003,8.86,3.62,5.24,
16312,5/29/2003,7.87,2.53,5.34,
16313,5/30/2003,6.94,1.58,5.36,
16314,5/31/2003,6.55,1.2,5.35,
16315,6/1/2003,10.1,4.5,5.6,
16316,6/2/2003,6.47,0.91,5.56,
16317,6/3/2003,5.89,0.41,5.48,
16318,6/4/2003,8.3,2.71,5.59,
16319,6/5/2003,12.9,6.87,6.03,
16320,6/6/2003,7.27,1.26,6.01,
16321,6/7/2003,21.5,14.46,7.04,
16322,6/8/2003,34.9,25.92,8.98,
16323,6/9/2003,12.5,3.43,9.07,
16324,6/10/2003,9.68,0.73,8.95,
16325,6/11/2003,8.44,0,8.44,
16326,6/12/2003,8.32,0.05,8.27,
16327,6/13/2003,7.62,0,7.62,
16328,6/14/2003,7.3,0,7.3,
16329,6/15/2003,6.82,0,6.82,
16330,6/16/2003,6.61,0,6.61,
16331,6/17/2003,6.58,0.09,6.49,
16332,6/18/2003,8.46,1.95,6.51,
16333,6/19/2003,9.75,3.12,6.63,
16334,6/20/2003,10.9,4.08,6.82,
16335,6/21/2003,9.99,3.06,6.93,
16336,6/22/2003,8.87,1.92,6.95,
16337,6/23/2003,7.57,0.7,6.87,
16338,6/24/2003,6.78,0.05,6.73,
16339,6/25/2003,6.3,0,6.3,
16340,6/26/2003,6.09,0,6.09,
16341,6/27/2003,5.87,0,5.87,
16342,6/28/2003,5.74,0,5.74,
16343,6/29/2003,5.6,0,5.6,
16344,6/30/2003,5.45,0,5.45,
16345,7/1/2003,5.36,0.02,5.34,
16346,7/2/2003,6.97,1.61,5.36,
16347,7/3/2003,31.2,24.02,7.18,
16348,7/4/2003,10.4,3.12,7.28,
16349,7/5/2003,7.39,0.23,7.16,
16350,7/6/2003,6.29,0,6.29,
16351,7/7/2003,5.8,0,5.8,
16352,7/8/2003,5.44,0,5.44,
16353,7/9/2003,5.29,0,5.29,
16354,7/10/2003,5.65,0.43,5.22,
16355,7/11/2003,5.05,0,5.05,
16356,7/12/2003,4.61,0,4.61,
16357,7/13/2003,4.38,0,4.38,
16358,7/14/2003,4.76,0.43,4.33,
16359,7/15/2003,4.48,0.22,4.26,
16360,7/16/2003,4.21,0.03,4.18,
16361,7/17/2003,3.91,0,3.91,
16362,7/18/2003,3.84,0.01,3.83,
16363,7/19/2003,6,2.08,3.92,
16364,7/20/2003,4.32,0.44,3.88,
16365,7/21/2003,4,0.18,3.82,
16366,7/22/2003,3.87,0.12,3.75,
16367,7/23/2003,3.97,0.27,3.7,
16368,7/24/2003,4.29,0.62,3.67,
16369,7/25/2003,3.66,0.06,3.6,
16370,7/26/2003,3.55,0.02,3.53,
16371,7/27/2003,3.57,0.1,3.47,
16372,7/28/2003,3.79,0.36,3.43,
16373,7/29/2003,5.37,1.86,3.51,
16374,7/30/2003,4.27,0.77,3.5,
16375,7/31/2003,4.08,0.6,3.48,
16376,8/1/2003,3.92,0.47,3.45,
16377,8/2/2003,3.66,0.26,3.4,
16378,8/3/2003,4.34,0.93,3.41,
16379,8/4/2003,4.18,0.78,3.4,
16380,8/5/2003,6.67,3.09,3.58,
16381,8/6/2003,5.28,1.64,3.64,
16382,8/7/2003,5.29,1.6,3.69,
